,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6,Filter,Class,Name
RelativeVolume_At_AbsolutemGy_2300.00,0.9934541792627845,0.99,0.99,0.9934541807835024,0.99,0.99,0.9934636435997236,0.99,0.99,0.999839319704546,1.0,1.0,0.9998393197421148,1.0,1.0,0.999839553516678,1.0,1.0,Original,DVH,CV2300mGy[%]
RelativeVolume_At_AbsolutemGy_2400.00,0.992905959703191,0.99,0.99,0.9929059614889016,0.99,0.99,0.9929162088933584,0.99,0.99,0.999825768769964,1.0,1.0,0.999825768814127,1.0,1.0,0.9998260222441506,1.0,1.0,Original,DVH,CV2400mGy[%]
RelativeVolume_At_AbsolutemGy_2500.00,0.9923088377237528,0.99,0.99,0.9923088400221056,0.99,0.99,0.992320997985659,0.99,0.99,0.9998109924442056,1.0,1.0,0.9998109925011136,1.0,1.0,0.9998112935339596,1.0,1.0,Original,DVH,CV2500mGy[%]
RelativeVolume_At_AbsolutemGy_2600.00,0.9915901711127204,0.99,0.99,0.9915901737799104,0.99,0.99,0.9916030678058084,0.99,0.99,0.9997931853679524,1.0,1.0,0.9997931854340864,1.0,1.0,0.9997935051432534,1.0,1.0,Original,DVH,CV2600mGy[%]
RelativeVolume_At_AbsolutemGy_2700.00,0.9908327049600056,0.99,0.99,0.9908327085251072,0.99,0.99,0.9908485072421316,0.99,0.99,0.9997743896461682,1.0,1.0,0.9997743897346985,1.0,1.0,0.9997747820493748,1.0,1.0,Original,DVH,CV2700mGy[%]
RelativeVolume_At_AbsolutemGy_2800.00,0.9899433651271315,0.99,0.99,0.9899433701288188,0.99,0.99,0.9899635569023983,0.99,0.99,0.9997522858117406,1.0,1.0,0.9997522859361624,1.0,1.0,0.999752788092012,1.0,1.0,Original,DVH,CV2800mGy[%]
RelativeVolume_At_AbsolutemGy_2900.00,0.9890755093614684,0.99,0.99,0.9890755159254884,0.99,0.99,0.9890998824000417,0.99,0.99,0.9997306785703411,1.0,1.0,0.9997306787339072,1.0,1.0,0.9997312858972492,1.0,1.0,Original,DVH,CV2900mGy[%]
RelativeVolume_At_AbsolutemGy_3000.00,0.9882122995415524,0.99,0.99,0.9882123080371208,0.99,0.99,0.988241509881476,0.99,0.99,0.9997091502821328,1.0,1.0,0.9997091504941912,1.0,1.0,0.999709879382066,1.0,1.0,Original,DVH,CV3000mGy[%]
RelativeVolume_At_AbsolutemGy_3100.00,0.9873850737748784,0.99,0.99,0.98738508515393,0.99,0.99,0.9874216032254282,0.99,0.99,0.999688484980866,1.0,1.0,0.9996884852653634,1.0,1.0,0.9996893982523068,1.0,1.0,Original,DVH,CV3100mGy[%]
RelativeVolume_At_AbsolutemGy_3200.00,0.9864366819010306,0.98,0.99,0.9864366969117544,0.98,0.99,0.9864814588073476,0.98,0.99,0.9996647511816192,1.0,1.0,0.9996647515576196,1.0,1.0,0.9996658727385722,1.0,1.0,Original,DVH,CV3200mGy[%]
RelativeVolume_At_AbsolutemGy_3300.00,0.9856795477207524,0.98,0.99,0.9856795655065425,0.98,0.99,0.9857297602399692,0.98,0.99,0.9996457716911472,1.0,1.0,0.9996457721373272,1.0,1.0,0.9996470312757822,1.0,1.0,Original,DVH,CV3300mGy[%]
RelativeVolume_At_AbsolutemGy_3400.00,0.984793617870382,0.98,0.99,0.984793638487717,0.98,0.99,0.9848483854287682,0.98,0.99,0.99962352747481,1.0,1.0,0.999623527992931,1.0,1.0,0.9996249037283752,1.0,1.0,Original,DVH,CV3400mGy[%]
