,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6,Filter,Class,Name
original_glcm_ClusterShade,0.9386861366661708,0.93,0.95,0.9386866112222788,0.93,0.95,0.938984580304533,0.93,0.95,0.9984093923062456,1.0,1.0,0.9984094054004766,1.0,1.0,0.9984176245932224,1.0,1.0,Original,glcm,ClusterShade
original_glcm_ClusterTendency,0.775526337806629,0.75,0.8,0.7755473777297875,0.75,0.8,0.7785392505389813,0.75,0.81,0.9929898102163506,0.99,0.99,0.9929906515056384,0.99,0.99,0.9931098341085244,0.99,0.99,Original,glcm,ClusterTendency
original_glcm_Contrast,0.799371168320814,0.77,0.83,0.7993983917078542,0.77,0.83,0.8038705667928495,0.78,0.83,0.9939157008581508,0.99,0.99,0.9939167273277738,0.99,0.99,0.9940844372732998,0.99,1.0,Original,glcm,Contrast
original_glcm_Correlation,0.943098189378185,0.93,0.95,0.9431020611174415,0.93,0.95,0.9457404319001784,0.94,0.95,0.9985305774960088,1.0,1.0,0.9985306833554076,1.0,1.0,0.9986026241846748,1.0,1.0,Original,glcm,Correlation
original_glcm_DifferenceAverage,0.8378783836504475,0.82,0.86,0.8379308116932677,0.81,0.86,0.8491901147069317,0.83,0.87,0.9953028833662604,0.99,1.0,0.99530468763803,0.99,1.0,0.9956871542369354,0.99,1.0,Original,glcm,DifferenceAverage
original_glcm_DifferenceEntropy,0.8768117296204441,0.86,0.89,0.8768750306668495,0.86,0.9,0.8957467127376023,0.88,0.91,0.996584978151942,1.0,1.0,0.996586972553112,1.0,1.0,0.997169327736386,1.0,1.0,Original,glcm,DifferenceEntropy
original_glcm_DifferenceVariance,0.8912386609388312,0.88,0.91,0.8912539793729501,0.87,0.91,0.8964305282867373,0.88,0.91,0.9970323960421588,1.0,1.0,0.9970328636198263,1.0,1.0,0.9971899815413694,1.0,1.0,Original,glcm,DifferenceVariance
original_glcm_Id,0.8478852415998325,0.83,0.87,0.8479559184328933,0.83,0.87,0.8644229715080979,0.85,0.88,0.9956433345659113,0.99,1.0,0.9956457113596282,0.99,1.0,0.9961891857745134,1.0,1.0,Original,glcm,Id
original_glcm_Idm,0.8577275665025079,0.84,0.88,0.8577883307520096,0.84,0.88,0.8730767885000134,0.85,0.89,0.9959706584767372,1.0,1.0,0.9959726566297368,1.0,1.0,0.9964668051461396,1.0,1.0,Original,glcm,Idm
original_glcm_Idmn,0.7871612551892965,0.76,0.81,0.7871930635872667,0.76,0.81,0.7920462335069604,0.77,0.82,0.9934483840662562,0.99,0.99,0.9934496197408772,0.99,0.99,0.993637025728628,0.99,0.99,Original,glcm,Idmn
original_glcm_Idn,0.8434763353437018,0.82,0.86,0.8435295447909402,0.82,0.87,0.8554526276279338,0.84,0.88,0.9954943025420966,0.99,1.0,0.9954961101741586,0.99,1.0,0.9958956516274616,1.0,1.0,Original,glcm,Idn
original_glcm_Imc1,0.8141287175891189,0.79,0.84,0.8141300429727787,0.79,0.84,0.814368129018566,0.79,0.84,0.9944623727410704,0.99,1.0,0.9944624209744434,0.99,1.0,0.9944710829323932,0.99,1.0,Original,glcm,Imc1
original_glcm_Imc2,0.84852950214101,0.83,0.87,0.8486347833493039,0.82,0.87,0.8735281460827936,0.86,0.89,0.9956649862000156,0.99,1.0,0.9956685213450864,0.99,1.0,0.9964811382239784,1.0,1.0,Original,glcm,Imc2
original_glcm_InverseVariance,0.7390875263938684,0.71,0.77,0.7392677098632476,0.71,0.77,0.76080940278916,0.73,0.79,0.9914632661641032,0.99,0.99,0.9914711727719268,0.99,0.99,0.9923903113031656,0.99,0.99,Original,glcm,InverseVariance
original_glcm_JointAverage,0.9128772172031308,0.9,0.93,0.9129116432189864,0.9,0.93,0.9279451813422164,0.92,0.94,0.9976776602203676,1.0,1.0,0.997678663085946,1.0,1.0,0.9981096809116476,1.0,1.0,Original,glcm,JointAverage
original_glcm_JointEnergy,0.779530045182127,0.75,0.81,0.7797450794246896,0.75,0.81,0.8122252696508216,0.79,0.84,0.993149107477771,0.99,0.99,0.9931576182878692,0.99,0.99,0.9943929448514052,0.99,1.0,Original,glcm,JointEnergy
original_glcm_JointEntropy,0.8643341112425341,0.84,0.88,0.8644156635081564,0.84,0.88,0.8862585310381093,0.87,0.9,0.99618630706271,1.0,1.0,0.9961889490466962,1.0,1.0,0.9968795499551504,1.0,1.0,Original,glcm,JointEntropy
original_glcm_MCC,0.9246630603944992,0.91,0.94,0.9246678386143194,0.91,0.94,0.9270786241423824,0.92,0.94,0.9980167455504112,1.0,1.0,0.9980168813156924,1.0,1.0,0.998085206042639,1.0,1.0,Original,glcm,MCC
